ID,f1,f2,f3,f4,f5,Is_Nondominated
961,8.426436,35.609308,68.038441,27.412036,82.767519,0
962,73.986782,78.902285,11.910653,14.054713,28.647374,0
963,51.807717,74.801608,83.653089,70.433531,92.859688,1
964,73.874351,30.626789,26.508128,69.619245,19.287057,0
965,9.271481,53.222287,82.164157,10.137985,79.189132,0
966,81.157201,48.227400,5.731031,17.458985,70.742627,0
967,71.177795,89.835527,58.268615,12.410737,12.141490,0
968,72.113236,18.378466,32.838550,48.721200,2.476488,0
969,24.881903,40.788960,27.963632,13.637033,72.801226,0
970,81.314765,25.747898,77.441949,38.555356,50.668579,0
971,85.600108,74.995368,80.511685,13.684517,6.971943,0
972,89.340473,38.783427,28.787968,72.469625,83.641560,1
973,86.248962,31.599714,85.221239,4.093395,4.966149,0
974,62.351919,6.310637,32.460917,67.275598,33.726690,0
975,17.959978,28.135063,45.757533,47.538585,78.300023,0
976,75.015323,45.681780,84.566735,11.423714,25.535335,0
977,82.797646,37.799404,98.118156,46.625329,79.193563,1
978,40.230705,42.495351,38.288315,71.907563,54.751788,0
979,94.377811,25.089032,10.056273,39.326149,61.671271,0
980,86.079894,34.619689,65.378675,35.019869,61.721958,0
981,88.480795,23.135765,40.424164,99.326519,86.855702,1
982,56.463986,51.662759,28.460038,51.720943,84.818150,0
983,68.517451,29.004403,20.146392,26.520854,16.975920,0
984,9.564069,41.913617,11.329961,17.191255,54.732468,0
985,16.459928,6.387977,31.738885,22.031909,51.530519,0
986,10.236709,75.177079,90.623352,74.343517,53.282704,1
987,86.066782,69.491838,1.055112,39.409015,85.095190,0
988,34.585886,3.521517,74.617964,80.203827,16.059369,0
989,53.734050,19.195543,71.923442,27.155046,31.621512,0
990,84.497086,47.632235,66.975445,40.237305,29.800686,0
991,62.547806,15.485757,37.299983,20.903704,69.579496,0
992,94.420884,99.551097,45.027681,25.253039,44.282937,1
993,84.726941,20.600568,95.209566,34.186577,98.580366,1
994,83.860889,80.857054,31.790468,0.877721,38.213291,0
995,30.180937,3.739699,50.536525,40.303131,63.455647,0
996,62.118632,12.074664,97.696554,18.693142,44.527402,0
997,48.811754,81.306280,9.922959,42.864428,62.850217,0
998,21.515562,62.746790,92.366483,99.751813,3.245107,1
999,23.558823,31.030712,39.912610,24.225716,20.348799,0
